Title,Tag,meta_title,meta_description,product_description,validation_error
Fan Belt,"1934_Chrysler_Series CB, 1934_Chrysler_Series CA, 1935_Chrysler_Airstream Series C-6, 1935_Chrysler_Airstream Series CZ, 1935_Chrysler_Airstream Deluxe Series CZ, 1936_Chrysler_Airstream Deluxe Series C-8, 1937_Chrysler_Imperial Custom, 1937_Chrysler_Imperial, 1938_Chrysler_Royal, 1939_Chrysler_Royal Windsor, 1939_Chrysler_Royal, 1940_Chrysler_Royal, 1940_Chrysler_Windsor, 1937_Chrysler_Royal, 1935_DeSoto_Airstream, 1937_DeSoto_S-3, 1938_DeSoto_S-5, 1939_DeSoto_S-6,  1940_DeSoto_S-7, 1933_Dodge_DP, 1934_Dodge_Deluxe, 1935_Dodge_Cars DU DV & DV-6, 1936_Dodge_Cars D-2 D-3 & D-4, 1937_Dodge_Cars D-5 D-6 & D-7, 1938_Dodge_Cars D-8 D-9 & D-10, 1939_Dodge_Cars D-11 D-12 & D-13, 1940_Dodge_Cars D-14 D-15 & D-17, 1933_Plymouth_Model PD, 1933_Plymouth_Model PC, 1934_Plymouth_Standard PG Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Deluxe PE Model, 1935_Plymouth_Model PJ, 1935_Plymouth_Deluxe PJ Model, 1936_Plymouth_P2 Deluxe, 1936_Plymouth_P1 Business Line, 1937_Plymouth_P3, 1937_Plymouth_P4, 1938_Plymouth_P6, 1938_Plymouth_P5, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_P7 Roadking, 1940_Plymouth_P9 Roadking, 1940_Plymouth_P10 Deluxe, 1941_MOPAR_Cars, 1942_MOPAR_Cars, 1946_MOPAR_Cars, 1947_MOPAR_Cars, 1948_MOPAR_Cars, 1949_MOPAR_Cars, 1950_MOPAR_Cars, 1935_MOPAR_Trucks, 1936_MOPAR_Trucks, 1937_Dodge_Cars D-5 D-6 & D-7, 1937_Dodge_Truck, 1938_Dodge_Truck, 1939_Dodge_Truck, 1940_Dodge_1 Ton Truck, 1940_Dodge_1/2 Ton Truck, 1940_Dodge_3/4 Ton Truck, 1941_Dodge_1 Ton Truck, 1941_Dodge_1/2 Ton Truck, 1941_Dodge_3/4 Ton Truck, 1942_MOPAR_Trucks, 1943_MOPAR_Trucks, 1944_MOPAR_Trucks, 1945_MOPAR_Trucks, 1946_MOPAR_Trucks, 1947_MOPAR_Trucks,  1948_Dodge_1 Ton Truck, 1948_Dodge_1/2 Ton Truck, 1948_Dodge_3/4 Ton Truck, 1949_Dodge_1 Ton Truck, 1949_Dodge_1/2 Ton Truck, 1949_Dodge_3/4 Ton Truck, 1950_Dodge_1 Ton Truck, 1950_Dodge_1/2 Ton Truck, 1950_Dodge_3/4 Ton Truck, 1951_Dodge_1 Ton Truck, 1951_Dodge_1/2 Ton Truck, 1951_Dodge_3/4 Ton Truck, 1952_Dodge_1 Ton Truck, 1952_Dodge_1/2 Ton Truck, 1952_Dodge_3/4 Ton Truck, 1952_Dodge_B-3 Van, 1953_Dodge_1 Ton Truck, 1953_Dodge_1/2 Ton Truck, 1953_Dodge_3/4 Ton Truck","Fan Belt for 1933-1953 Chrysler, DeSoto, Dodge & Plymouth","Reliable fan belt for 1933-1953 Vintage & Classic Mopar Cars - Chrysler, DeSoto, Dodge & Plymouth. Ensures optimal cooling performance.","Keep your engine running smoothly with our reliable fan belt for 1933-1953 Chrysler, DeSoto, Dodge & Plymouth models. Ensures optimal cooling performance and is crafted to fit Vintage & Classic Mopar Cars and Trucks. Installation is straightforward, making it a perfect choice for both seasoned mechanics and DIY enthusiasts. Ensure your vehicle stays cool and performs at its best.",
Tune Up Kit - For 4-Cylinder Delco Remy Distributors,"1928_Plymouth_Model Q, 1929_Plymouth_Model U, 1930_Plymouth_Model U, 1931_Plymouth_Model PA, 1932_Plymouth_Model PB",Tune Up Kit for 1928-1932 Plymouth 4-Cylinder Delco Remy,"Enhance performance of 1928-1932 Vintage Plymouth with a Delco Remy Tune Up Kit. Includes points, condenser, rotor & cap.","Keep your 1928-1932 Vintage Plymouth running smoothly with this tune-up kit designed specifically for Delco Remy 4-cylinder distributors. It includes essential components to ensure optimal engine performance:<ul><li>Points</li><li>Condenser</li><li>Rotor</li><li>Cap</li></ul>To complete your order, please provide the Delco Remy distributor number found on the side of your distributor in the ORDER NOTES field at checkout. This information is necessary to fulfill your order.",
Intake Valve,"1933_Plymouth_Model PD, 1933_Plymouth_Model PC, 1933_Dodge_Truck, 1933_Dodge_DP, 1933_Dodge_DQ, 1934_Plymouth_Standard PG Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Deluxe PE Model, 1934_Dodge_Truck, 1935_Plymouth_Model PJ, 1935_Plymouth_Deluxe PJ Model, 1935_Dodge_Truck, 1936_Plymouth_P2 Deluxe, 1936_Plymouth_P1 Business Line, 1936_Dodge_Truck, 1934_Dodge_Deluxe, 1935_Dodge_Cars DU DV & DV-6, 1936_Dodge_Cars D-2 D-3 & D-4, 1937_Plymouth_P3, 1937_Plymouth_PT-50, 1937_Plymouth_P4, 1937_Dodge_Cars D-5 D-6 & D-7, 1938_Plymouth_P5, 1938_Plymouth_PT-57, 1938_Plymouth_P6, 1938_Dodge_Cars D-8 D-9 & D-10, 1939_Plymouth_PT-81, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_P7 Roadking, 1939_MOPAR_Trucks, 1940_MOPAR_Trucks, 1941_MOPAR_Trucks, 1939_Dodge_Cars D-11 D-12 & D-13, 1940_Plymouth_P9 Roadking, 1940_Plymouth_P10 Deluxe, 1940_Dodge_Cars D-14 D-15 & D-17, 1941_Plymouth_P12 Special Deluxe, 1941_Plymouth_P11 Standard, 1941_Plymouth_P11 Deluxe, 1941_Dodge_Deluxe, 1941_Dodge_Custom",Intake Valve for 1933-1941 Dodge & Plymouth Engines,Upgrade your 1933-1941 Vintage Mopar Car with a quality intake valve for Dodge & Plymouth engines. Essential for smooth engine performance.,"This intake valve is a vital component designed for 1933-1941 Dodge and Plymouth vehicles, ensuring optimal engine performance and longevity. Whether you're driving a Plymouth Model PD or a Dodge Custom, this valve helps maintain the smooth intake of air and fuel, crucial for efficient engine operation. It's built to fit seamlessly, providing reliable performance for your classic ride. <ul><li>Designed for 1933-1941 Dodge & Plymouth models</li><li>Ensures optimal air and fuel intake</li><li>Improves engine efficiency and longevity</li></ul>",
Carburetor Rebuild Kit - For Two-Barrel Carburetors - See Note,"1951_Chrysler_Imperial, 1951_Chrysler_New Yorker, 1951_Chrysler_Saratoga, 1952_Chrysler_Imperial, 1952_Chrysler_New Yorker, 1952_Chrysler_Saratoga, 1952_DeSoto_Firedome, 1952_DeSoto_S-15, 1953_Chrysler_Imperial, 1953_Chrysler_New Yorker, 1953_DeSoto_Firedome, 1953_Dodge_Coronet, 1953_Dodge_Meadowbrook, 1954_Chrysler_Imperial, 1954_Chrysler_New Yorker, 1954_DeSoto_Firedome, 1954_Dodge_Coronet, 1954_Dodge_Meadowbrook, 1954_Dodge_Royal, 1954_Dodge_1/2 Ton Truck, 1954_Dodge_3/4 Ton Truck, 1954_Dodge_1 Ton Truck, 1955_Dodge_1/2 Ton Truck, 1955_Dodge_3/4 Ton Truck, 1955_Dodge_1 Ton Truck, 1956_Dodge_1/2 Ton Truck, 1956_Dodge_3/4 Ton Truck, 1956_Dodge_1 Ton Truck, 1955_MOPAR_Cars, 1956_MOPAR_Cars, 1957_MOPAR_Cars, 1958_MOPAR_Cars, 1959_MOPAR_Cars, 1960_MOPAR_Cars, 1961_MOPAR_Cars, 1962_MOPAR_Cars, 1963_MOPAR_Cars, 1964_MOPAR_Cars, 1965_MOPAR_Cars, 1966_MOPAR_Cars, 1967_MOPAR_Cars, 1968_MOPAR_Cars, 1969_MOPAR_Cars, 1970_MOPAR_Cars, 1971_MOPAR_Cars, 1972_MOPAR_Cars",Carburetor Rebuild Kit for 1951-1972 Chrysler & DeSoto,"Revive your 1951-1972 Classic Mopar Car - Chrysler, DeSoto with our ethanol-resistant 2-barrel carburetor rebuild kit. Ensure proper carb details at checkout.","<p>If you're looking to give your classic Chrysler or DeSoto a reliable performance boost, this Carburetor Rebuild Kit is just the ticket. Specially designed for two-barrel carburetors, it's made with ethanol-resistant materials to keep your engine running smoothly. Keep an eye on those order notes, though – we'll need the brand and number of your carb to ensure a perfect fit. This kit is compatible with a wide range of classic Mopar cars from 1951 to 1972, so you're covered whether it's a Chrysler Imperial, DeSoto Firedome, or even a Dodge truck.</p><ul><li>Carb kit for 2-barrel carbs</li><li>Made with ethanol-resistant materials</li></ul>",
Universal Joint Boot & Clamp Kit - Fits Front & Rear,"1933_Dodge_Deluxe, 1933_Plymouth_Model PC, 1933_Plymouth_Model PD, 1934_Dodge_Deluxe, 1934_Plymouth_Deluxe PE Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Standard PG Model, 1935_Dodge_Cars DU DV & DV-6, 1935_Plymouth_Deluxe PJ Model, 1935_Plymouth_Model PJ, 1936_Dodge_Cars D-2 D-3 & D-4, 1936_Plymouth_P1 Business Line, 1936_Plymouth_P2 Deluxe, 1937_Chrysler_Royal, 1937_DeSoto_S-3, 1937_Plymouth_P4, 1937_Plymouth_PT-50, 1937_Plymouth_P3, 1938_Chrysler_Royal, 1938_DeSoto_S-5, 1938_Dodge_Cars D-8 D-9 & D-10, 1938_Plymouth_P6, 1938_Plymouth_PT-57, 1938_Plymouth_P5, 1939_Chrysler_Royal, 1939_Chrysler_Royal Windsor, 1939_DeSoto_S-6, 1939_Dodge_Cars D-11 D-12 & D-13, 1939_Plymouth_P7 Roadking, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_PT-81, 1940_DeSoto_S-7, 1940_Dodge_Cars D-14 D-15 & D-17, 1940_Plymouth_P10 Deluxe, 1940_Plymouth_P9 Roadking, 1940_Plymouth_PT-105, 1941_Dodge_Deluxe, 1941_Dodge_Custom, 1941_Plymouth_P11 Deluxe, 1941_Plymouth_P11 Standard, 1941_Plymouth_P12 Special Deluxe, 1941_Plymouth_PT-125, 1942_Dodge_Custom, 1942_Dodge_Deluxe, 1942_Plymouth_P14C Special Deluxe, 1942_Plymouth_P14S Deluxe, 1946_Dodge_Deluxe, 1946_Dodge_Custom, 1946_Plymouth_P15 Deluxe, 1946_Plymouth_P15 Special Deluxe, 1947_Dodge_Deluxe, 1947_Dodge_Custom, 1947_Plymouth_P15 Deluxe, 1947_Plymouth_P15 Special Deluxe, 1948_Dodge_Deluxe, 1948_Dodge_Custom, 1948_Plymouth_P15 Deluxe, 1948_Plymouth_P15 Special Deluxe, 1949_Dodge_Coronet, 1949_Dodge_Meadowbrook, 1949_Dodge_Wayfarer, 1949_Plymouth_Deluxe, 1949_Plymouth_Special Deluxe, 1949_Plymouth_Suburban, 1950_Dodge_Coronet, 1950_Dodge_Meadowbrook, 1950_Dodge_Wayfarer, 1950_Plymouth_Deluxe, 1950_Plymouth_Special Deluxe, 1950_Plymouth_Suburban, 1951_Dodge_Coronet, 1951_Dodge_Meadowbrook, 1951_Dodge_Wayfarer, 1951_Plymouth_Cambridge, 1951_Plymouth_Concord, 1951_Plymouth_Cranbrook, 1951_Plymouth_Deluxe, 1951_Plymouth_Suburban, 1952_Dodge_Coronet, 1952_Dodge_Meadowbrook, 1952_Dodge_Wayfarer, 1952_Plymouth_Cambridge, 1952_Plymouth_Concord, 1952_Plymouth_Cranbrook, 1952_Plymouth_Suburban, 1953_Dodge_Coronet, 1953_Dodge_Meadowbrook, 1953_Plymouth_Belvedere, 1953_Plymouth_Cambridge, 1953_Plymouth_Cranbrook, 1953_Plymouth_Savoy, 1953_Plymouth_Suburban, 1954_Dodge_Coronet, 1954_Dodge_Meadowbrook, 1954_Dodge_Royal, 1954_Plymouth_Belvedere, 1954_Plymouth_Plaza, 1954_Plymouth_Savoy, 1954_Plymouth_Suburban, 1955_Dodge_Coronet, 1955_Dodge_Custom, 1955_Dodge_Lancer, 1955_Dodge_Royal, 1955_Plymouth_Belvedere, 1955_Plymouth_Plaza, 1955_Plymouth_Savoy, 1955_Plymouth_Suburban, 1956_Dodge_Coronet, 1956_Dodge_Custom, 1956_Dodge_Lancer, 1956_Dodge_Royal, 1956_Dodge_Sierra, 1956_Plymouth_Belvedere, 1956_Plymouth_Fury, 1956_Plymouth_Plaza, 1956_Plymouth_Savoy, 1956_Plymouth_Suburban","Universal Joint Boot & Clamp Kit | 1933-1956 Chrysler, DeSoto, Dodge & Plymouth","Protect your 1933-1956 Vintage & Classic Mopar Car with our Universal Joint Boot & Clamp Kit. Durable, easy-install for Chrysler, DeSoto, Dodge & Plymouth.","Keep your vintage or classic Chrysler, DeSoto, Dodge, or Plymouth running smoothly with this Universal Joint Boot & Clamp Kit. Designed for both front and rear installations, this kit offers protection and longevity for your universal joints by keeping debris and moisture out. With this kit, you can enjoy a quieter ride and extend the life of your universal joints. Installation is straightforward, making it a convenient solution for any DIY enthusiast.<ul><li>Universal Joint Boot</li><li>Clamp Kit</li></ul>","1 validation error for ProductSEOOutput
meta_title
  String should have at most 60 characters [type=string_too_long, input_value='Universal Joint Boot & C...eSoto, Dodge & Plymouth', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/string_too_long"
Front Coil Spring Rubber Silencer - Upper,"1935_Chrysler_Airflow Series C-1, 1935_Chrysler_Airstream Deluxe Series CZ, 1935_Chrysler_Airstream Series C-6, 1935_Chrysler_Airstream Series CZ, 1935_Chrysler_Imperial Airflow Series C-2, 1935_Chrysler_Imperial Custom Airflow Series C-3, 1935_Chrysler_Imperial Custom Airflow Series C-W, 1935_DeSoto_Airflow, 1935_DeSoto_Airflow III, 1935_DeSoto_Airstream, 1936_Chrysler_Airflow, 1936_Chrysler_Airstream Deluxe Series C-8, 1936_Chrysler_Airstream Series C-7, 1936_Chrysler_Imperial Airflow, 1936_Chrysler_Imperial Custom Airflow, 1936_DeSoto_Airflow III, 1936_DeSoto_Deluxe Airstream, 1937_Chrysler_Airflow, 1937_Chrysler_Custom, 1937_Chrysler_Imperial, 1937_Chrysler_Imperial Custom, 1937_Chrysler_Imperial Custom Airflow, 1937_Chrysler_Royal, 1937_DeSoto_S-3, 1938_Chrysler_C19, 1938_Chrysler_Imperial, 1938_Chrysler_Imperial Custom, 1938_Chrysler_New York Special, 1938_Chrysler_Royal, 1938_DeSoto_S-5, 1939_MOPAR_Cars, 1940_MOPAR_Cars, 1941_MOPAR_Cars, 1942_MOPAR_Cars, 1946_MOPAR_Cars, 1947_MOPAR_Cars, 1948_MOPAR_Cars, 1949_MOPAR_Cars, 1950_MOPAR_Cars, 1951_MOPAR_Cars, 1952_MOPAR_Cars, 1953_MOPAR_Cars, 1954_MOPAR_Cars, 1955_MOPAR_Cars, 1956_MOPAR_Cars",Front Coil Spring Rubber Silencer for 1935-1956 Chrysler & DeSoto,Reduce road noise in 1935-1956 Classic & Vintage Mopar Cars with this front coil spring rubber silencer. Easy to install and durable.,"This Front Coil Spring Rubber Silencer is a handy part for your 1935-1956 Chrysler and DeSoto vehicles. It effectively reduces road noise and vibrations, making your drive much more comfortable. It fits snugly onto the upper part of the coil spring and is crafted from durable rubber to ensure long-lasting performance. Installation is straightforward, just slide it over the coil spring for a secure fit. Perfect for maintaining the integrity and comfort of your classic ride.","1 validation error for ProductSEOOutput
meta_title
  String should have at most 60 characters [type=string_too_long, input_value='Front Coil Spring Rubber...-1956 Chrysler & DeSoto', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/string_too_long"
Steering Box Kit,"1933_Dodge_Deluxe, 1933_Plymouth_Model PC, 1933_Plymouth_Model PD, 1934_Dodge_Deluxe, 1934_Plymouth_Deluxe PE Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Standard PG Model",Steering Box Kit | 1933-1934 Dodge & Plymouth,Upgrade your 1933-1934 Vintage Mopar Car - Dodge & Plymouth with our Steering Box Kit. Ensure smooth steering with quality parts.,"Get your vintage Dodge and Plymouth cars steering like new with our comprehensive Steering Box Kit. Designed for 1933-1934 models, this kit includes high-quality bearings, bushings, and seals to ensure your B series truck turns smoothly and reliably. Installation is straightforward, making it a great choice for both enthusiasts and professionals.<ul><li>Bearings</li><li>Bushings</li><li>Seals</li></ul>Perfect for:<ul><li>1933 Dodge Deluxe</li><li>1933 Plymouth Model PC</li><li>1933 Plymouth Model PD</li><li>1934 Dodge Deluxe</li><li>1934 Plymouth Deluxe PE Model</li><li>1934 Plymouth Standard PF Model</li><li>1934 Plymouth Standard PG Model</li></ul>",
"Vacamatic Transmission Diaphram - For 1941-1942 Chrysler, DeSoto","1941_Chrysler_Crown Imperial, 1941_Chrysler_New Yorker, 1941_Chrysler_Royal, 1941_Chrysler_Saratoga, 1941_Chrysler_Town & Country, 1941_Chrysler_Windsor, 1941_DeSoto_S-8, 1942_Chrysler_Crown Imperial, 1942_Chrysler_New Yorker, 1942_Chrysler_Royal, 1942_Chrysler_Saratoga, 1942_Chrysler_Town & Country, 1942_Chrysler_Windsor, 1942_DeSoto_S-10",Vacamatic Transmission Diaphragm 1941-1942 Chrysler & DeSoto,Upgrade your 1941-1942 Vintage Mopar Car - Chrysler & DeSoto with our high-quality Vacamatic transmission diaphragm. Reliable & easy to install.,"If your 1941-1942 Chrysler or DeSoto isn't shifting right, it's likely the Vacamatic transmission diaphragm. This high-quality reproduction of Mopar 868082 is just what you need. It's crafted to restore the smooth operation of your vintage vehicle's semi-automatic transmission. Installation is straightforward, and once fitted, it'll have your classic car running like a charm again. Compatible with the following models: <ul><li>1941 Chrysler Crown Imperial</li><li>1941 Chrysler New Yorker</li><li>1941 Chrysler Royal</li><li>1941 Chrysler Saratoga</li><li>1941 Chrysler Town & Country</li><li>1941 Chrysler Windsor</li><li>1941 DeSoto S-8</li><li>1942 Chrysler Crown Imperial</li><li>1942 Chrysler New Yorker</li><li>1942 Chrysler Royal</li><li>1942 Chrysler Saratoga</li><li>1942 Chrysler Town & Country</li><li>1942 Chrysler Windsor</li><li>1942 DeSoto S-10</li></ul>",
Interior Door Handle - Left,"1939_Plymouth_P7 Roadking, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_PT-81, 1940_Plymouth_P10 Deluxe, 1940_Plymouth_P9 Roadking, 1940_Plymouth_PT-105",Interior Door Handle - Left for 1939-1940 Plymouth,"Enhance your 1939-1940 Classic Mopar Car with a left interior door handle. Fits Plymouth P7, P8, PT-81, P10, P9, PT-105.","This left interior door handle is perfect for restoring the functionality and style of your 1939-1940 Classic Mopar Car. It's crafted for Plymouth models including P7 Roadking, P8 Deluxe, PT-81, P10 Deluxe, P9 Roadking, and PT-105. Easy to install, this handle ensures a smooth operation and a snug fit, restoring your vehicle's interior charm.",
"Left Spotlight - Mopar Logo - Orginal Unity Brand 5""","1928_MOPAR_Cars, 1929_MOPAR_Cars, 1930_MOPAR_Cars, 1931_MOPAR_Cars, 1932_MOPAR_Cars, 1933_MOPAR_Cars, 1934_MOPAR_Cars, 1935_MOPAR_Cars, 1936_MOPAR_Cars,  1937_MOPAR_Cars,  1938_MOPAR_Cars, 1939_MOPAR_Cars, 1940_MOPAR_Cars, 1941_MOPAR_Cars, 1942_MOPAR_Cars, 1946_MOPAR_Cars, 1947_MOPAR_Cars, 1948_MOPAR_Cars, 1949_MOPAR_Cars, 1950_MOPAR_Cars, 1951_MOPAR_Cars, 1952_MOPAR_Cars, 1953_MOPAR_Cars, 1954_MOPAR_Cars, 1955_MOPAR_Cars","Left Spotlight Mopar Logo 1928-1955 Chrysler, DeSoto, Dodge & Plymouth","Enhance your 1928-1955 Vintage & Classic Mopar Car with our original Unity brand spotlight featuring the Mopar logo. Perfect fit for Chrysler, DeSoto, Dodge & Plymouth.","Add a touch of authenticity to your Vintage & Classic Mopar Car with this original Unity brand left spotlight featuring the iconic Mopar logo. Designed for 1928-1955 Chrysler, DeSoto, Dodge, and Plymouth models, this 5-inch spotlight is not just for aesthetics but also functional for those late-night drives. Easy to install and a perfect fit, this spotlight will enhance your vehicle's look and performance.","2 validation errors for ProductSEOOutput
meta_title
  String should have at most 60 characters [type=string_too_long, input_value='Left Spotlight Mopar Log...eSoto, Dodge & Plymouth', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/string_too_long
meta_description
  String should have at most 160 characters [type=string_too_long, input_value='Enhance your 1928-1955 V...Soto, Dodge & Plymouth.', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/string_too_long"
