Title,Tag,meta_title,meta_description,product_description,validation_error
Fan Belt,"1934_Chrysler_Series CB, 1934_Chrysler_Series CA, 1935_Chrysler_Airstream Series C-6, 1935_Chrysler_Airstream Series CZ, 1935_Chrysler_Airstream Deluxe Series CZ, 1936_Chrysler_Airstream Deluxe Series C-8, 1937_Chrysler_Imperial Custom, 1937_Chrysler_Imperial, 1938_Chrysler_Royal, 1939_Chrysler_Royal Windsor, 1939_Chrysler_Royal, 1940_Chrysler_Royal, 1940_Chrysler_Windsor, 1937_Chrysler_Royal, 1935_DeSoto_Airstream, 1937_DeSoto_S-3, 1938_DeSoto_S-5, 1939_DeSoto_S-6,  1940_DeSoto_S-7, 1933_Dodge_DP, 1934_Dodge_Deluxe, 1935_Dodge_Cars DU DV & DV-6, 1936_Dodge_Cars D-2 D-3 & D-4, 1937_Dodge_Cars D-5 D-6 & D-7, 1938_Dodge_Cars D-8 D-9 & D-10, 1939_Dodge_Cars D-11 D-12 & D-13, 1940_Dodge_Cars D-14 D-15 & D-17, 1933_Plymouth_Model PD, 1933_Plymouth_Model PC, 1934_Plymouth_Standard PG Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Deluxe PE Model, 1935_Plymouth_Model PJ, 1935_Plymouth_Deluxe PJ Model, 1936_Plymouth_P2 Deluxe, 1936_Plymouth_P1 Business Line, 1937_Plymouth_P3, 1937_Plymouth_P4, 1938_Plymouth_P6, 1938_Plymouth_P5, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_P7 Roadking, 1940_Plymouth_P9 Roadking, 1940_Plymouth_P10 Deluxe, 1941_MOPAR_Cars, 1942_MOPAR_Cars, 1946_MOPAR_Cars, 1947_MOPAR_Cars, 1948_MOPAR_Cars, 1949_MOPAR_Cars, 1950_MOPAR_Cars, 1935_MOPAR_Trucks, 1936_MOPAR_Trucks, 1937_Dodge_Cars D-5 D-6 & D-7, 1937_Dodge_Truck, 1938_Dodge_Truck, 1939_Dodge_Truck, 1940_Dodge_1 Ton Truck, 1940_Dodge_1/2 Ton Truck, 1940_Dodge_3/4 Ton Truck, 1941_Dodge_1 Ton Truck, 1941_Dodge_1/2 Ton Truck, 1941_Dodge_3/4 Ton Truck, 1942_MOPAR_Trucks, 1943_MOPAR_Trucks, 1944_MOPAR_Trucks, 1945_MOPAR_Trucks, 1946_MOPAR_Trucks, 1947_MOPAR_Trucks,  1948_Dodge_1 Ton Truck, 1948_Dodge_1/2 Ton Truck, 1948_Dodge_3/4 Ton Truck, 1949_Dodge_1 Ton Truck, 1949_Dodge_1/2 Ton Truck, 1949_Dodge_3/4 Ton Truck, 1950_Dodge_1 Ton Truck, 1950_Dodge_1/2 Ton Truck, 1950_Dodge_3/4 Ton Truck, 1951_Dodge_1 Ton Truck, 1951_Dodge_1/2 Ton Truck, 1951_Dodge_3/4 Ton Truck, 1952_Dodge_1 Ton Truck, 1952_Dodge_1/2 Ton Truck, 1952_Dodge_3/4 Ton Truck, 1952_Dodge_B-3 Van, 1953_Dodge_1 Ton Truck, 1953_Dodge_1/2 Ton Truck, 1953_Dodge_3/4 Ton Truck","Fan Belt for 1933-1953 Chrysler, DeSoto, Dodge, Plymouth","Reliable fan belt for 1933-1953 Chrysler, DeSoto, Dodge, and Plymouth cars and trucks. Ensures efficient cooling system performance.","This fan belt is essential for maintaining optimal cooling system performance in your vintage and classic Mopar cars and trucks from 1933 to 1953. A well-functioning fan belt keeps your engine cool by driving the fan and other components efficiently. Installing this fan belt is straightforward; simply follow your vehicle’s manufacturer guidelines to ensure a snug fit. This high-quality belt is designed to last, providing peace of mind on the road.",
Tune Up Kit - For 4-Cylinder Delco Remy Distributors,"1928_Plymouth_Model Q, 1929_Plymouth_Model U, 1930_Plymouth_Model U, 1931_Plymouth_Model PA, 1932_Plymouth_Model PB",Tune Up Kit for 1928-1932 Plymouth 4-Cylinder,"Tune up your 1928-1932 Plymouth with this complete Delco Remy 4-Cylinder Tune Up Kit. Includes points, condenser, rotor, and cap.","<p>Keep your vintage Plymouth running smoothly with this Tune Up Kit designed for Delco Remy 4-cylinder distributors. This kit includes everything you need to maintain peak performance:</p><ul><li>Points</li><li>Condenser</li><li>Rotor</li><li>Cap</li></ul><p>It's crucial to verify your Delco Remy distributor number, found on the side of your distributor, and include it in your order notes during checkout. Without this information, we can't process your order.</p>",
Intake Valve,"1933_Plymouth_Model PD, 1933_Plymouth_Model PC, 1933_Dodge_Truck, 1933_Dodge_DP, 1933_Dodge_DQ, 1934_Plymouth_Standard PG Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Deluxe PE Model, 1934_Dodge_Truck, 1935_Plymouth_Model PJ, 1935_Plymouth_Deluxe PJ Model, 1935_Dodge_Truck, 1936_Plymouth_P2 Deluxe, 1936_Plymouth_P1 Business Line, 1936_Dodge_Truck, 1934_Dodge_Deluxe, 1935_Dodge_Cars DU DV & DV-6, 1936_Dodge_Cars D-2 D-3 & D-4, 1937_Plymouth_P3, 1937_Plymouth_PT-50, 1937_Plymouth_P4, 1937_Dodge_Cars D-5 D-6 & D-7, 1938_Plymouth_P5, 1938_Plymouth_PT-57, 1938_Plymouth_P6, 1938_Dodge_Cars D-8 D-9 & D-10, 1939_Plymouth_PT-81, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_P7 Roadking, 1939_MOPAR_Trucks, 1940_MOPAR_Trucks, 1941_MOPAR_Trucks, 1939_Dodge_Cars D-11 D-12 & D-13, 1940_Plymouth_P9 Roadking, 1940_Plymouth_P10 Deluxe, 1940_Dodge_Cars D-14 D-15 & D-17, 1941_Plymouth_P12 Special Deluxe, 1941_Plymouth_P11 Standard, 1941_Plymouth_P11 Deluxe, 1941_Dodge_Deluxe, 1941_Dodge_Custom",Intake Valve for 1933-1941 Vintage Dodge & Plymouth,"Reliable intake valve for 1933-1941 Dodge & Plymouth engines. Enhance performance and ensure smooth airflow. Easy to install, durable, and precise fit.","The Intake Valve is a crucial component for maintaining the efficient operation of your 1933-1941 Mopar engines, specifically fitted for various models of Dodge and Plymouth cars and trucks. This valve is engineered to ensure optimal airflow into the engine, directly affecting your vehicle's performance and fuel efficiency. Installing this valve is straightforward; just make sure your engine is cool and follow the manufacturer's guidelines for replacing engine components. 
<ul>
<li>1933 Plymouth Model PD & PC</li>
<li>1933-1941 Dodge Trucks</li>
<li>1934 Plymouth Standard PG & PF Models</li>
<li>1935 Plymouth Model PJ & Deluxe PJ Model</li>
<li>1936 Plymouth P2 Deluxe & P1 Business Line</li>
<li>1934-1935 Dodge Deluxe & Cars DU DV & DV-6</li>
<li>1936-1939 Dodge Cars D-2 to D-13</li>
<li>1940-1941 Plymouth P9 Roadking, P10 Deluxe, P12 Special Deluxe, P11 Standard & Deluxe</li>
<li>1940 Dodge Cars D-14 to D-17</li>
<li>1941 Dodge Deluxe & Custom</li>
</ul> 
This part is designed for durability and precision fit, ensuring long-lasting performance.",
Carburetor Rebuild Kit - For Two-Barrel Carburetors - See Note,"1951_Chrysler_Imperial, 1951_Chrysler_New Yorker, 1951_Chrysler_Saratoga, 1952_Chrysler_Imperial, 1952_Chrysler_New Yorker, 1952_Chrysler_Saratoga, 1952_DeSoto_Firedome, 1952_DeSoto_S-15, 1953_Chrysler_Imperial, 1953_Chrysler_New Yorker, 1953_DeSoto_Firedome, 1953_Dodge_Coronet, 1953_Dodge_Meadowbrook, 1954_Chrysler_Imperial, 1954_Chrysler_New Yorker, 1954_DeSoto_Firedome, 1954_Dodge_Coronet, 1954_Dodge_Meadowbrook, 1954_Dodge_Royal, 1954_Dodge_1/2 Ton Truck, 1954_Dodge_3/4 Ton Truck, 1954_Dodge_1 Ton Truck, 1955_Dodge_1/2 Ton Truck, 1955_Dodge_3/4 Ton Truck, 1955_Dodge_1 Ton Truck, 1956_Dodge_1/2 Ton Truck, 1956_Dodge_3/4 Ton Truck, 1956_Dodge_1 Ton Truck, 1955_MOPAR_Cars, 1956_MOPAR_Cars, 1957_MOPAR_Cars, 1958_MOPAR_Cars, 1959_MOPAR_Cars, 1960_MOPAR_Cars, 1961_MOPAR_Cars, 1962_MOPAR_Cars, 1963_MOPAR_Cars, 1964_MOPAR_Cars, 1965_MOPAR_Cars, 1966_MOPAR_Cars, 1967_MOPAR_Cars, 1968_MOPAR_Cars, 1969_MOPAR_Cars, 1970_MOPAR_Cars, 1971_MOPAR_Cars, 1972_MOPAR_Cars",Carburetor Rebuild Kit for Two-Barrel Mopar Cars,"Ethanol-resistant carb rebuild kit for two-barrel Mopar carbs. Fits 1951-1972 Chrysler, DeSoto, Dodge. Specify carb brand and number at checkout.","If you're looking to give those two-barrel carburetors a new lease on life, this rebuild kit is what you need. Specially designed for Classic Mopar Cars, it uses ethanol-resistant materials to ensure longevity even with modern fuels. This kit fits a wide range of vehicles from 1951 to 1972, including Chrysler, DeSoto, and Dodge models. Just remember, before you check out, specify whether you're working with a Carter or Stromberg carburetor and include the carburetor number in the order notes so we can get you the right kit.<br/><br/>Includes:<ul><li>Ethanol-resistant gaskets</li><li>Needle and seat assemblies</li><li>Assorted washers and seals</li><li>Instructions for installation</li></ul>",
Universal Joint Boot & Clamp Kit - Fits Front & Rear,"1933_Dodge_Deluxe, 1933_Plymouth_Model PC, 1933_Plymouth_Model PD, 1934_Dodge_Deluxe, 1934_Plymouth_Deluxe PE Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Standard PG Model, 1935_Dodge_Cars DU DV & DV-6, 1935_Plymouth_Deluxe PJ Model, 1935_Plymouth_Model PJ, 1936_Dodge_Cars D-2 D-3 & D-4, 1936_Plymouth_P1 Business Line, 1936_Plymouth_P2 Deluxe, 1937_Chrysler_Royal, 1937_DeSoto_S-3, 1937_Plymouth_P4, 1937_Plymouth_PT-50, 1937_Plymouth_P3, 1938_Chrysler_Royal, 1938_DeSoto_S-5, 1938_Dodge_Cars D-8 D-9 & D-10, 1938_Plymouth_P6, 1938_Plymouth_PT-57, 1938_Plymouth_P5, 1939_Chrysler_Royal, 1939_Chrysler_Royal Windsor, 1939_DeSoto_S-6, 1939_Dodge_Cars D-11 D-12 & D-13, 1939_Plymouth_P7 Roadking, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_PT-81, 1940_DeSoto_S-7, 1940_Dodge_Cars D-14 D-15 & D-17, 1940_Plymouth_P10 Deluxe, 1940_Plymouth_P9 Roadking, 1940_Plymouth_PT-105, 1941_Dodge_Deluxe, 1941_Dodge_Custom, 1941_Plymouth_P11 Deluxe, 1941_Plymouth_P11 Standard, 1941_Plymouth_P12 Special Deluxe, 1941_Plymouth_PT-125, 1942_Dodge_Custom, 1942_Dodge_Deluxe, 1942_Plymouth_P14C Special Deluxe, 1942_Plymouth_P14S Deluxe, 1946_Dodge_Deluxe, 1946_Dodge_Custom, 1946_Plymouth_P15 Deluxe, 1946_Plymouth_P15 Special Deluxe, 1947_Dodge_Deluxe, 1947_Dodge_Custom, 1947_Plymouth_P15 Deluxe, 1947_Plymouth_P15 Special Deluxe, 1948_Dodge_Deluxe, 1948_Dodge_Custom, 1948_Plymouth_P15 Deluxe, 1948_Plymouth_P15 Special Deluxe, 1949_Dodge_Coronet, 1949_Dodge_Meadowbrook, 1949_Dodge_Wayfarer, 1949_Plymouth_Deluxe, 1949_Plymouth_Special Deluxe, 1949_Plymouth_Suburban, 1950_Dodge_Coronet, 1950_Dodge_Meadowbrook, 1950_Dodge_Wayfarer, 1950_Plymouth_Deluxe, 1950_Plymouth_Special Deluxe, 1950_Plymouth_Suburban, 1951_Dodge_Coronet, 1951_Dodge_Meadowbrook, 1951_Dodge_Wayfarer, 1951_Plymouth_Cambridge, 1951_Plymouth_Concord, 1951_Plymouth_Cranbrook, 1951_Plymouth_Deluxe, 1951_Plymouth_Suburban, 1952_Dodge_Coronet, 1952_Dodge_Meadowbrook, 1952_Dodge_Wayfarer, 1952_Plymouth_Cambridge, 1952_Plymouth_Concord, 1952_Plymouth_Cranbrook, 1952_Plymouth_Suburban, 1953_Dodge_Coronet, 1953_Dodge_Meadowbrook, 1953_Plymouth_Belvedere, 1953_Plymouth_Cambridge, 1953_Plymouth_Cranbrook, 1953_Plymouth_Savoy, 1953_Plymouth_Suburban, 1954_Dodge_Coronet, 1954_Dodge_Meadowbrook, 1954_Dodge_Royal, 1954_Plymouth_Belvedere, 1954_Plymouth_Plaza, 1954_Plymouth_Savoy, 1954_Plymouth_Suburban, 1955_Dodge_Coronet, 1955_Dodge_Custom, 1955_Dodge_Lancer, 1955_Dodge_Royal, 1955_Plymouth_Belvedere, 1955_Plymouth_Plaza, 1955_Plymouth_Savoy, 1955_Plymouth_Suburban, 1956_Dodge_Coronet, 1956_Dodge_Custom, 1956_Dodge_Lancer, 1956_Dodge_Royal, 1956_Dodge_Sierra, 1956_Plymouth_Belvedere, 1956_Plymouth_Fury, 1956_Plymouth_Plaza, 1956_Plymouth_Savoy, 1956_Plymouth_Suburban",Universal Joint Boot & Clamp Kit for Vintage & Classic Mopar,"Universal joint boot & clamp kit fits front & rear for 1933-1956 Dodge, Plymouth, Chrysler & DeSoto. Protects U-joints from dirt and debris.","Keep your Vintage & Classic Mopar's drivetrain running smoothly with this Universal Joint Boot & Clamp Kit. Fitting both front and rear joints, this kit helps protect your vehicle's universal joints from dirt, debris, and premature wear. Easy to install, it's a perfect fit for a wide range of models from 1933 to 1956, including Dodge, Plymouth, Chrysler, and DeSoto. The kit includes:<ul><li>Durable rubber boot</li><li>Secure clamp for easy installation</li></ul>Ensure the longevity and efficiency of your U-joints with this essential kit.",
Front Coil Spring Rubber Silencer - Upper,"1935_Chrysler_Airflow Series C-1, 1935_Chrysler_Airstream Deluxe Series CZ, 1935_Chrysler_Airstream Series C-6, 1935_Chrysler_Airstream Series CZ, 1935_Chrysler_Imperial Airflow Series C-2, 1935_Chrysler_Imperial Custom Airflow Series C-3, 1935_Chrysler_Imperial Custom Airflow Series C-W, 1935_DeSoto_Airflow, 1935_DeSoto_Airflow III, 1935_DeSoto_Airstream, 1936_Chrysler_Airflow, 1936_Chrysler_Airstream Deluxe Series C-8, 1936_Chrysler_Airstream Series C-7, 1936_Chrysler_Imperial Airflow, 1936_Chrysler_Imperial Custom Airflow, 1936_DeSoto_Airflow III, 1936_DeSoto_Deluxe Airstream, 1937_Chrysler_Airflow, 1937_Chrysler_Custom, 1937_Chrysler_Imperial, 1937_Chrysler_Imperial Custom, 1937_Chrysler_Imperial Custom Airflow, 1937_Chrysler_Royal, 1937_DeSoto_S-3, 1938_Chrysler_C19, 1938_Chrysler_Imperial, 1938_Chrysler_Imperial Custom, 1938_Chrysler_New York Special, 1938_Chrysler_Royal, 1938_DeSoto_S-5, 1939_MOPAR_Cars, 1940_MOPAR_Cars, 1941_MOPAR_Cars, 1942_MOPAR_Cars, 1946_MOPAR_Cars, 1947_MOPAR_Cars, 1948_MOPAR_Cars, 1949_MOPAR_Cars, 1950_MOPAR_Cars, 1951_MOPAR_Cars, 1952_MOPAR_Cars, 1953_MOPAR_Cars, 1954_MOPAR_Cars, 1955_MOPAR_Cars, 1956_MOPAR_Cars",Front Coil Spring Rubber Silencer for 1935-1956 Mopar Cars,"Upgrade your 1935-1956 Mopar's suspension with this durable front coil spring rubber silencer for a quieter, smoother ride.","Enhance the ride quality of your vintage Chrysler, DeSoto, and other Mopar cars from 1935 to 1956 with this Front Coil Spring Rubber Silencer. This upper silencer is crafted from high-quality rubber, designed to reduce noise and vibration by cushioning the contact between the coil spring and the chassis. Easy to install, it helps maintain a smoother and quieter driving experience, preserving the vintage charm of your classic vehicle. 

<b>Compatible Models:</b>
<ul>
<li>1935 Chrysler Airflow Series C-1</li>
<li>1935 Chrysler Airstream Deluxe Series CZ</li>
<li>1935 Chrysler Airstream Series C-6</li>
<li>1935 Chrysler Airstream Series CZ</li>
<li>1935 Chrysler Imperial Airflow Series C-2</li>
<li>1935 Chrysler Imperial Custom Airflow Series C-3</li>
<li>1935 Chrysler Imperial Custom Airflow Series C-W</li>
<li>1935 DeSoto Airflow</li>
<li>1935 DeSoto Airflow III</li>
<li>1935 DeSoto Airstream</li>
<li>1936 Chrysler Airflow</li>
<li>1936 Chrysler Airstream Deluxe Series C-8</li>
<li>1936 Chrysler Airstream Series C-7</li>
<li>1936 Chrysler Imperial Airflow</li>
<li>1936 Chrysler Imperial Custom Airflow</li>
<li>1936 DeSoto Airflow III</li>
<li>1936 DeSoto Deluxe Airstream</li>
<li>1937 Chrysler Airflow</li>
<li>1937 Chrysler Custom</li>
<li>1937 Chrysler Imperial</li>
<li>1937 Chrysler Imperial Custom</li>
<li>1937 Chrysler Imperial Custom Airflow</li>
<li>1937 Chrysler Royal</li>
<li>1937 DeSoto S-3</li>
<li>1938 Chrysler C19</li>
<li>1938 Chrysler Imperial</li>
<li>1938 Chrysler Imperial Custom</li>
<li>1938 Chrysler New York Special</li>
<li>1938 Chrysler Royal</li>
<li>1938 DeSoto S-5</li>
<li>1939-1956 Mopar Cars</li>
</ul>",
Steering Box Kit,"1933_Dodge_Deluxe, 1933_Plymouth_Model PC, 1933_Plymouth_Model PD, 1934_Dodge_Deluxe, 1934_Plymouth_Deluxe PE Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Standard PG Model",Steering Box Kit for 1933-1934 Dodge & Plymouth,"Get smooth steering with our Steering Box Kit for 1933-1934 Dodge & Plymouth. Includes bearings, bushings, and seals for easy installation.","Keep your vintage Dodge or Plymouth turning like a dream with this Steering Box Kit. Designed specifically for 1933-1934 models, this kit includes all the essential components like bearings, bushings, and seals to give your steering system a fresh start. It's perfect for getting your B series truck back to its smooth turning glory.<ul><li>Bearings</li><li>Bushings</li><li>Seals</li></ul>Installation is straightforward, making it a great choice for both seasoned mechanics and enthusiastic DIYers.",
"Vacamatic Transmission Diaphram - For 1941-1942 Chrysler, DeSoto","1941_Chrysler_Crown Imperial, 1941_Chrysler_New Yorker, 1941_Chrysler_Royal, 1941_Chrysler_Saratoga, 1941_Chrysler_Town & Country, 1941_Chrysler_Windsor, 1941_DeSoto_S-8, 1942_Chrysler_Crown Imperial, 1942_Chrysler_New Yorker, 1942_Chrysler_Royal, 1942_Chrysler_Saratoga, 1942_Chrysler_Town & Country, 1942_Chrysler_Windsor, 1942_DeSoto_S-10","Vacamatic Transmission Diaphragm for 1941-1942 Chrysler, DeSoto",Restore shifting in 1941-1942 Chrysler & DeSoto with Mopar 868082 high-quality Vacamatic diaphragm. Essential for smooth transmission operation.,"If you're driving a 1941 or 1942 Chrysler or DeSoto and find your Vacamatic transmission isn't shifting like it used to, it's likely the diaphragm has worn out. This high-quality reproduction of Mopar 868082 is designed to replace your old diaphragm, restoring smooth shifting in your vintage Mopar car. Installation is straightforward for any competent mechanic or seasoned DIY enthusiast. Keep your classic ride running smoothly with this essential component.<br><br><strong>Compatible Vehicles:</strong><ul><li>1941 Chrysler Crown Imperial</li><li>1941 Chrysler New Yorker</li><li>1941 Chrysler Royal</li><li>1941 Chrysler Saratoga</li><li>1941 Chrysler Town & Country</li><li>1941 Chrysler Windsor</li><li>1941 DeSoto S-8</li><li>1942 Chrysler Crown Imperial</li><li>1942 Chrysler New Yorker</li><li>1942 Chrysler Royal</li><li>1942 Chrysler Saratoga</li><li>1942 Chrysler Town & Country</li><li>1942 Chrysler Windsor</li><li>1942 DeSoto S-10</li></ul>","1 validation error for ProductSEOOutput
meta_title
  String should have at most 60 characters [type=string_too_long, input_value='Vacamatic Transmission D...1-1942 Chrysler, DeSoto', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/string_too_long"
Interior Door Handle - Left,"1939_Plymouth_P7 Roadking, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_PT-81, 1940_Plymouth_P10 Deluxe, 1940_Plymouth_P9 Roadking, 1940_Plymouth_PT-105",Interior Door Handle Left for 1939-1940 Plymouth,Replace worn handles in your 1939-1940 Plymouth with this durable interior door handle for smooth operation and classic style.,"Bring back the classic style and functionality to your 1939-1940 Plymouth with this left-side interior door handle. It's a perfect fit for models such as the 1939 Plymouth P7 Roadking, P8 Deluxe, PT-81, and the 1940 Plymouth P10 Deluxe, P9 Roadking, PT-105. Crafted for durability, this handle ensures smooth operation and a secure grip. Easy to install, it provides a perfect match to your vehicle's original design. <ul><li>Precise fit for 1939-1940 Plymouth models</li><li>Durable construction for long-lasting use</li><li>Enhances the classic look of your interior</li></ul>",
"Left Spotlight - Mopar Logo - Orginal Unity Brand 5""","1928_MOPAR_Cars, 1929_MOPAR_Cars, 1930_MOPAR_Cars, 1931_MOPAR_Cars, 1932_MOPAR_Cars, 1933_MOPAR_Cars, 1934_MOPAR_Cars, 1935_MOPAR_Cars, 1936_MOPAR_Cars,  1937_MOPAR_Cars,  1938_MOPAR_Cars, 1939_MOPAR_Cars, 1940_MOPAR_Cars, 1941_MOPAR_Cars, 1942_MOPAR_Cars, 1946_MOPAR_Cars, 1947_MOPAR_Cars, 1948_MOPAR_Cars, 1949_MOPAR_Cars, 1950_MOPAR_Cars, 1951_MOPAR_Cars, 1952_MOPAR_Cars, 1953_MOPAR_Cars, 1954_MOPAR_Cars, 1955_MOPAR_Cars",Left Spotlight with Mopar Logo for 1928-1955 Mopar Cars,"Add a vintage touch with the original Unity 5"" Left Spotlight featuring the Mopar logo for 1928-1955 Mopar cars.","The original Unity Brand 5"" Left Spotlight with Mopar Logo is perfect for enhancing the classic look of your Mopar car from 1928 to 1955. This accessory not only adds style but also ensures safety by improving visibility during night driving. The spotlight is easy to install, allowing you to maintain the authentic look of your vehicle without much hassle. Trust in its quality and the prestige that comes with the Mopar logo, making it a valuable addition to any vintage or classic Mopar car.",
