Part ID,Complete Auto Carpet Kit,1974,1982,Dodge,Ramcharger,,Covers all floor originally carpeted,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/ea/62/ee/63/63ee62ea1292792ac38aff85/Coverage_Complete-Auto-Carpet-Kit-SUV.png, $ 340.00 , $ 442.00 , $ 244.80 , $ 318.24 
PM2,Front and Rear Auto Carpet Kit,1937,1938,Chrysler,Royal,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/14/7b/a3/63/63a37b14f2876cfbad9066b9/PM2.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM2,Front and Rear Auto Carpet Kit,1937,1937,Chrysler,Series CI,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/14/7b/a3/63/63a37b14f2876cfbad9066b9/PM2.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM2,Front and Rear Auto Carpet Kit,1937,1938,Dodge,Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/14/7b/a3/63/63a37b14f2876cfbad9066b9/PM2.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM2,Front and Rear Auto Carpet Kit,1937,1938,Plymouth,Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/14/7b/a3/63/63a37b14f2876cfbad9066b9/PM2.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM2,Front and Rear Auto Carpet Kit,1937,1938,Plymouth,Roadking,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/14/7b/a3/63/63a37b14f2876cfbad9066b9/PM2.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM2,Front and Rear Auto Carpet Kit,1938,1938,Chrysler,C19,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/14/7b/a3/63/63a37b14f2876cfbad9066b9/PM2.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM2,Front and Rear Auto Carpet Kit,1938,1938,Chrysler,New York Special,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/14/7b/a3/63/63a37b14f2876cfbad9066b9/PM2.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM3,Front and Rear Auto Carpet Kit,1939,1939,Chrysler,C-22 C-23 C-24,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb685ae95bd6bf4546/Coverage_Coverage_Front-And-Rear-Carpet-Kit-Sedan.png, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM3,Front and Rear Auto Carpet Kit,1939,1939,Dodge,D11 Luxury Liner,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb685ae95bd6bf4546/Coverage_Coverage_Front-And-Rear-Carpet-Kit-Sedan.png, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM3,Front and Rear Auto Carpet Kit,1939,1939,Plymouth,All Models,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb685ae95bd6bf4546/Coverage_Coverage_Front-And-Rear-Carpet-Kit-Sedan.png, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM3,Front and Rear Auto Carpet Kit,1939,1939,Plymouth,P7 P8,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/eb/62/ee/63/63ee62eb685ae95bd6bf4546/Coverage_Coverage_Front-And-Rear-Carpet-Kit-Sedan.png, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM4,Front and Rear Auto Carpet Kit,1940,1941,Chrysler,All Models,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/9d/d8/d2/63/63d2d89dbd5bcbdd3c549f8e/PM4.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM4,Front and Rear Auto Carpet Kit,1940,1940,Chrysler,Special Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/9d/d8/d2/63/63d2d89dbd5bcbdd3c549f8e/PM4.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM4,Front and Rear Auto Carpet Kit,1940,1941,Dodge,All Models,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/9d/d8/d2/63/63d2d89dbd5bcbdd3c549f8e/PM4.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM4,Front and Rear Auto Carpet Kit,1940,1940,Dodge,Special Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/9d/d8/d2/63/63d2d89dbd5bcbdd3c549f8e/PM4.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM4,Front and Rear Auto Carpet Kit,1940,1941,Plymouth,All Models,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/9d/d8/d2/63/63d2d89dbd5bcbdd3c549f8e/PM4.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM4,Front and Rear Auto Carpet Kit,1940,1940,Plymouth,Special Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/9d/d8/d2/63/63d2d89dbd5bcbdd3c549f8e/PM4.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM4,Front and Rear Auto Carpet Kit,1941,1941,Chrysler,C-28S C-28W C-30K/30N,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/9d/d8/d2/63/63d2d89dbd5bcbdd3c549f8e/PM4.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM4,Front and Rear Auto Carpet Kit,1941,1941,Dodge,D-19,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/9d/d8/d2/63/63d2d89dbd5bcbdd3c549f8e/PM4.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
PM4,Front and Rear Auto Carpet Kit,1941,1941,Plymouth,P11 P12,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/9d/d8/d2/63/63d2d89dbd5bcbdd3c549f8e/PM4.jpg, $ 195.00 , $ 253.50 , $ 140.40 , $ 182.52 
1300,Front and Rear Auto Carpet Kit,1942,1942,Chrysler,C33,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,Chrysler,C34,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,Chrysler,C36,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,Chrysler,C37,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,Chrysler,Crown Imperial,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1948,Chrysler,New Yorker,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,Chrysler,Royal,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,Chrysler,Saratoga,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1948,Chrysler,Town & Country,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,Chrysler,Windsor,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,DeSoto,S-10,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,Dodge,Custom Series D-22,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,Dodge,Deluxe Series D-22,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1947,Dodge,WC,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1948,Dodge,WD15,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1947,Dodge,WD20,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1947,Dodge,WD21,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,Plymouth,P14C Special Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1942,1942,Plymouth,P14S Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1943,1945,DeSoto,Custom,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1943,1945,DeSoto,Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1946,1948,Chrysler,Imperial C-40,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1946,1948,Chrysler,Royal Series,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1946,1948,Chrysler,Saratoga Series,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1946,1948,Chrysler,Windsor Series,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1946,1948,DeSoto,S-11,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1946,1948,Dodge,Custom,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1946,1948,Dodge,Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1946,1947,Dodge,WDX,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1946,1948,Plymouth,P15 Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1946,1948,Plymouth,P15 Special Deluxe,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1947,1947,Dodge,D24,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1948,1948,Dodge,B-1,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
1300,Front and Rear Auto Carpet Kit,1948,1948,Dodge,B-2,,Firewall to front of rear seat (floor area under seat may be uncovered),https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f5/1a/a3/63/63a31af51af94d0001f4aaa3/images/18/7b/a3/63/63a37b18f2876cfbad906751/1300.jpg, $ 290.00 , $ 377.00 , $ 208.80 , $ 271.44 
