Title,Tag,meta_title,meta_description,product_description,validation_error
Fan Belt,"1934_Chrysler_Series CB, 1934_Chrysler_Series CA, 1935_Chrysler_Airstream Series C-6, 1935_Chrysler_Airstream Series CZ, 1935_Chrysler_Airstream Deluxe Series CZ, 1936_Chrysler_Airstream Deluxe Series C-8, 1937_Chrysler_Imperial Custom, 1937_Chrysler_Imperial, 1938_Chrysler_Royal, 1939_Chrysler_Royal Windsor, 1939_Chrysler_Royal, 1940_Chrysler_Royal, 1940_Chrysler_Windsor, 1937_Chrysler_Royal, 1935_DeSoto_Airstream, 1937_DeSoto_S-3, 1938_DeSoto_S-5, 1939_DeSoto_S-6,  1940_DeSoto_S-7, 1933_Dodge_DP, 1934_Dodge_Deluxe, 1935_Dodge_Cars DU DV & DV-6, 1936_Dodge_Cars D-2 D-3 & D-4, 1937_Dodge_Cars D-5 D-6 & D-7, 1938_Dodge_Cars D-8 D-9 & D-10, 1939_Dodge_Cars D-11 D-12 & D-13, 1940_Dodge_Cars D-14 D-15 & D-17, 1933_Plymouth_Model PD, 1933_Plymouth_Model PC, 1934_Plymouth_Standard PG Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Deluxe PE Model, 1935_Plymouth_Model PJ, 1935_Plymouth_Deluxe PJ Model, 1936_Plymouth_P2 Deluxe, 1936_Plymouth_P1 Business Line, 1937_Plymouth_P3, 1937_Plymouth_P4, 1938_Plymouth_P6, 1938_Plymouth_P5, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_P7 Roadking, 1940_Plymouth_P9 Roadking, 1940_Plymouth_P10 Deluxe, 1941_MOPAR_Cars, 1942_MOPAR_Cars, 1946_MOPAR_Cars, 1947_MOPAR_Cars, 1948_MOPAR_Cars, 1949_MOPAR_Cars, 1950_MOPAR_Cars, 1935_MOPAR_Trucks, 1936_MOPAR_Trucks, 1937_Dodge_Cars D-5 D-6 & D-7, 1937_Dodge_Truck, 1938_Dodge_Truck, 1939_Dodge_Truck, 1940_Dodge_1 Ton Truck, 1940_Dodge_1/2 Ton Truck, 1940_Dodge_3/4 Ton Truck, 1941_Dodge_1 Ton Truck, 1941_Dodge_1/2 Ton Truck, 1941_Dodge_3/4 Ton Truck, 1942_MOPAR_Trucks, 1943_MOPAR_Trucks, 1944_MOPAR_Trucks, 1945_MOPAR_Trucks, 1946_MOPAR_Trucks, 1947_MOPAR_Trucks,  1948_Dodge_1 Ton Truck, 1948_Dodge_1/2 Ton Truck, 1948_Dodge_3/4 Ton Truck, 1949_Dodge_1 Ton Truck, 1949_Dodge_1/2 Ton Truck, 1949_Dodge_3/4 Ton Truck, 1950_Dodge_1 Ton Truck, 1950_Dodge_1/2 Ton Truck, 1950_Dodge_3/4 Ton Truck, 1951_Dodge_1 Ton Truck, 1951_Dodge_1/2 Ton Truck, 1951_Dodge_3/4 Ton Truck, 1952_Dodge_1 Ton Truck, 1952_Dodge_1/2 Ton Truck, 1952_Dodge_3/4 Ton Truck, 1952_Dodge_B-3 Van, 1953_Dodge_1 Ton Truck, 1953_Dodge_1/2 Ton Truck, 1953_Dodge_3/4 Ton Truck","Fan Belt for 1934-1953 Chrysler, DeSoto, Dodge & Plymouth",Quality fan belt for 1934-1953 Vintage Mopar Cars. Essential for cooling systems. Easy installation for reliable performance.,"<p>This fan belt is an essential component for the cooling system of your vintage Mopar. Whether you're cruising in a classic Chrysler, DeSoto, Dodge, or Plymouth, this fan belt ensures that your engine stays cool and runs efficiently. Crafted from high-quality materials, it provides durability and reliability for years to come.</p><p><strong>Features:</strong></p><ul><li>Compatible with 1934-1953 Chrysler Series CB, CA, and Airstream models</li><li>Fits 1935-1940 DeSoto Airstream models</li><li>Works with various Dodge models from 1933 to 1953</li><li>Includes applications for Plymouth models from 1933 to 1940</li></ul><p>Installation is straightforward; simply remove the old belt, slide on the new one, and adjust as necessary for optimal tension. Keep your classic running smoothly with this reliable fan belt.</p>",
Tune Up Kit - For 4-Cylinder Delco Remy Distributors,"1928_Plymouth_Model Q, 1929_Plymouth_Model U, 1930_Plymouth_Model U, 1931_Plymouth_Model PA, 1932_Plymouth_Model PB",Tune Up Kit for 1928-1932 Plymouth with 4-Cylinder Delco Remy Distributors | Electrical,"Tune up kit for 1928-1932 Plymouth with 4-cylinder Delco Remy distributors. Includes points, condenser, rotor & cap. Easy installation.","<p>Keep your vintage Plymouth running smoothly with our Tune Up Kit designed specifically for 4-cylinder Delco Remy distributors. This kit includes everything you need to ensure optimal performance: </p><ul><li>Points</li><li>Condenser</li><li>Rotor</li><li>Cap</li></ul><p>Before placing your order, please provide the DELCO REMY distributor number found on the side of your distributor in the ORDER NOTES field during checkout. We can't process your order without this information. This kit is compatible with the following Plymouth models:</p><ul><li>1928 Plymouth Model Q</li><li>1929 Plymouth Model U</li><li>1930 Plymouth Model U</li><li>1931 Plymouth Model PA</li><li>1932 Plymouth Model PB</li></ul><p>Installation is straightforward, making it a great choice for DIY mechanics looking to maintain their classic ride.</p>","1 validation error for ProductSEOOutput
meta_title
  String should have at most 60 characters [type=string_too_long, input_value='Tune Up Kit for 1928-193...stributors | Electrical', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/string_too_long"
Intake Valve,"1933_Plymouth_Model PD, 1933_Plymouth_Model PC, 1933_Dodge_Truck, 1933_Dodge_DP, 1933_Dodge_DQ, 1934_Plymouth_Standard PG Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Deluxe PE Model, 1934_Dodge_Truck, 1935_Plymouth_Model PJ, 1935_Plymouth_Deluxe PJ Model, 1935_Dodge_Truck, 1936_Plymouth_P2 Deluxe, 1936_Plymouth_P1 Business Line, 1936_Dodge_Truck, 1934_Dodge_Deluxe, 1935_Dodge_Cars DU DV & DV-6, 1936_Dodge_Cars D-2 D-3 & D-4, 1937_Plymouth_P3, 1937_Plymouth_PT-50, 1937_Plymouth_P4, 1937_Dodge_Cars D-5 D-6 & D-7, 1938_Plymouth_P5, 1938_Plymouth_PT-57, 1938_Plymouth_P6, 1938_Dodge_Cars D-8 D-9 & D-10, 1939_Plymouth_PT-81, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_P7 Roadking, 1939_MOPAR_Trucks, 1940_MOPAR_Trucks, 1941_MOPAR_Trucks, 1939_Dodge_Cars D-11 D-12 & D-13, 1940_Plymouth_P9 Roadking, 1940_Plymouth_P10 Deluxe, 1940_Dodge_Cars D-14 D-15 & D-17, 1941_Plymouth_P12 Special Deluxe, 1941_Plymouth_P11 Standard, 1941_Plymouth_P11 Deluxe, 1941_Dodge_Deluxe, 1941_Dodge_Custom",Intake Valve for 1933-1941 Plymouth & Dodge | Engine,Upgrade your 1933-1941 Classic Mopar Car with our reliable intake valve. Fits Plymouth & Dodge models for optimal engine performance.,"<p>Keep your engine running smoothly with this high-quality intake valve, specifically designed for 1933-1941 Plymouth and Dodge vehicles. This part is essential for regulating airflow into the engine, ensuring optimal combustion and performance. Installation is straightforward, making it a great choice for both seasoned mechanics and DIY enthusiasts.</p><ul><li>Fits 1933 Plymouth PD, PC</li><li>Fits 1933 Dodge Truck, DP, DQ</li><li>Fits 1934 Plymouth Standard PG, PF; Deluxe PE</li><li>Fits 1934 Dodge Truck, Deluxe</li><li>Fits 1935 Plymouth PJ, Deluxe PJ; Dodge Truck</li><li>Fits 1936 Plymouth P2 Deluxe, P1 Business Line; Dodge Truck</li><li>Fits 1937 Plymouth P3, PT-50, P4; Dodge Cars D-5, D-6, D-7</li><li>Fits 1938 Plymouth P5, PT-57, P6; Dodge Cars D-8, D-9, D-10</li><li>Fits 1939 Plymouth PT-81, P8 Deluxe, P7 Roadking; Dodge Cars D-11, D-12, D-13</li><li>Fits 1940 Plymouth P9 Roadking, P10 Deluxe; Dodge Cars D-14, D-15, D-17</li><li>Fits 1941 Plymouth P12 Special Deluxe, P11 Standard, P11 Deluxe; Dodge Deluxe, Custom</li></ul>",
Carburetor Rebuild Kit - For Two-Barrel Carburetors - See Note,"1951_Chrysler_Imperial, 1951_Chrysler_New Yorker, 1951_Chrysler_Saratoga, 1952_Chrysler_Imperial, 1952_Chrysler_New Yorker, 1952_Chrysler_Saratoga, 1952_DeSoto_Firedome, 1952_DeSoto_S-15, 1953_Chrysler_Imperial, 1953_Chrysler_New Yorker, 1953_DeSoto_Firedome, 1953_Dodge_Coronet, 1953_Dodge_Meadowbrook, 1954_Chrysler_Imperial, 1954_Chrysler_New Yorker, 1954_DeSoto_Firedome, 1954_Dodge_Coronet, 1954_Dodge_Meadowbrook, 1954_Dodge_Royal, 1954_Dodge_1/2 Ton Truck, 1954_Dodge_3/4 Ton Truck, 1954_Dodge_1 Ton Truck, 1955_Dodge_1/2 Ton Truck, 1955_Dodge_3/4 Ton Truck, 1955_Dodge_1 Ton Truck, 1956_Dodge_1/2 Ton Truck, 1956_Dodge_3/4 Ton Truck, 1956_Dodge_1 Ton Truck, 1955_MOPAR_Cars, 1956_MOPAR_Cars, 1957_MOPAR_Cars, 1958_MOPAR_Cars, 1959_MOPAR_Cars, 1960_MOPAR_Cars, 1961_MOPAR_Cars, 1962_MOPAR_Cars, 1963_MOPAR_Cars, 1964_MOPAR_Cars, 1965_MOPAR_Cars, 1966_MOPAR_Cars, 1967_MOPAR_Cars, 1968_MOPAR_Cars, 1969_MOPAR_Cars, 1970_MOPAR_Cars, 1971_MOPAR_Cars, 1972_MOPAR_Cars","Carburetor Rebuild Kit for 1951-1972 Chrysler, DeSoto, Dodge & Plymouth","Quality rebuild kit for 2-barrel carburetors. Fits 1951-1972 Chrysler, DeSoto, Dodge & Plymouth. Easy installation with ethanol-resistant materials.","<p>Revive your classic ride with our Carburetor Rebuild Kit designed for two-barrel carburetors. Made with ethanol-resistant materials, this kit ensures your engine runs smoothly and efficiently. To get the right fit, please specify the brand of your carburetor (Carter or Stromberg) and the carburetor number in the order notes at checkout. This kit is essential for any restoration or maintenance project.</p><ul><li>Compatible with 1951-1972 Chrysler, DeSoto, Dodge & Plymouth models</li><li>Ethanol-resistant materials for enhanced durability</li><li>Easy installation with included instructions</li></ul>","1 validation error for ProductSEOOutput
meta_title
  String should have at most 60 characters [type=string_too_long, input_value='Carburetor Rebuild Kit f...eSoto, Dodge & Plymouth', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/string_too_long"
Universal Joint Boot & Clamp Kit - Fits Front & Rear,"1933_Dodge_Deluxe, 1933_Plymouth_Model PC, 1933_Plymouth_Model PD, 1934_Dodge_Deluxe, 1934_Plymouth_Deluxe PE Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Standard PG Model, 1935_Dodge_Cars DU DV & DV-6, 1935_Plymouth_Deluxe PJ Model, 1935_Plymouth_Model PJ, 1936_Dodge_Cars D-2 D-3 & D-4, 1936_Plymouth_P1 Business Line, 1936_Plymouth_P2 Deluxe, 1937_Chrysler_Royal, 1937_DeSoto_S-3, 1937_Plymouth_P4, 1937_Plymouth_PT-50, 1937_Plymouth_P3, 1938_Chrysler_Royal, 1938_DeSoto_S-5, 1938_Dodge_Cars D-8 D-9 & D-10, 1938_Plymouth_P6, 1938_Plymouth_PT-57, 1938_Plymouth_P5, 1939_Chrysler_Royal, 1939_Chrysler_Royal Windsor, 1939_DeSoto_S-6, 1939_Dodge_Cars D-11 D-12 & D-13, 1939_Plymouth_P7 Roadking, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_PT-81, 1940_DeSoto_S-7, 1940_Dodge_Cars D-14 D-15 & D-17, 1940_Plymouth_P10 Deluxe, 1940_Plymouth_P9 Roadking, 1940_Plymouth_PT-105, 1941_Dodge_Deluxe, 1941_Dodge_Custom, 1941_Plymouth_P11 Deluxe, 1941_Plymouth_P11 Standard, 1941_Plymouth_P12 Special Deluxe, 1941_Plymouth_PT-125, 1942_Dodge_Custom, 1942_Dodge_Deluxe, 1942_Plymouth_P14C Special Deluxe, 1942_Plymouth_P14S Deluxe, 1946_Dodge_Deluxe, 1946_Dodge_Custom, 1946_Plymouth_P15 Deluxe, 1946_Plymouth_P15 Special Deluxe, 1947_Dodge_Deluxe, 1947_Dodge_Custom, 1947_Plymouth_P15 Deluxe, 1947_Plymouth_P15 Special Deluxe, 1948_Dodge_Deluxe, 1948_Dodge_Custom, 1948_Plymouth_P15 Deluxe, 1948_Plymouth_P15 Special Deluxe, 1949_Dodge_Coronet, 1949_Dodge_Meadowbrook, 1949_Dodge_Wayfarer, 1949_Plymouth_Deluxe, 1949_Plymouth_Special Deluxe, 1949_Plymouth_Suburban, 1950_Dodge_Coronet, 1950_Dodge_Meadowbrook, 1950_Dodge_Wayfarer, 1950_Plymouth_Deluxe, 1950_Plymouth_Special Deluxe, 1950_Plymouth_Suburban, 1951_Dodge_Coronet, 1951_Dodge_Meadowbrook, 1951_Dodge_Wayfarer, 1951_Plymouth_Cambridge, 1951_Plymouth_Concord, 1951_Plymouth_Cranbrook, 1951_Plymouth_Deluxe, 1951_Plymouth_Suburban, 1952_Dodge_Coronet, 1952_Dodge_Meadowbrook, 1952_Dodge_Wayfarer, 1952_Plymouth_Cambridge, 1952_Plymouth_Concord, 1952_Plymouth_Cranbrook, 1952_Plymouth_Suburban, 1953_Dodge_Coronet, 1953_Dodge_Meadowbrook, 1953_Plymouth_Belvedere, 1953_Plymouth_Cambridge, 1953_Plymouth_Cranbrook, 1953_Plymouth_Savoy, 1953_Plymouth_Suburban, 1954_Dodge_Coronet, 1954_Dodge_Meadowbrook, 1954_Dodge_Royal, 1954_Plymouth_Belvedere, 1954_Plymouth_Plaza, 1954_Plymouth_Savoy, 1954_Plymouth_Suburban, 1955_Dodge_Coronet, 1955_Dodge_Custom, 1955_Dodge_Lancer, 1955_Dodge_Royal, 1955_Plymouth_Belvedere, 1955_Plymouth_Plaza, 1955_Plymouth_Savoy, 1955_Plymouth_Suburban, 1956_Dodge_Coronet, 1956_Dodge_Custom, 1956_Dodge_Lancer, 1956_Dodge_Royal, 1956_Dodge_Sierra, 1956_Plymouth_Belvedere, 1956_Plymouth_Fury, 1956_Plymouth_Plaza, 1956_Plymouth_Savoy, 1956_Plymouth_Suburban","Universal Joint Boot & Clamp Kit | 1933-1956 Dodge, Plymouth, Chrysler, DeSoto","Repair your 1933-1956 Dodge, Plymouth, Chrysler & DeSoto with our Universal Joint Boot & Clamp Kit. Simple installation & durable quality.","<p>This Universal Joint Boot & Clamp Kit is essential for maintaining the integrity of your drivetrain in vintage Mopar vehicles. It fits a wide range of models from 1933 to 1956, providing a reliable seal that prevents dirt and debris from entering the universal joints, ultimately prolonging their lifespan. Installing the kit is straightforward; simply remove the old boot and clamp, then secure the new components in place. It’s a great way to keep your classic ride running smoothly.</p><ul><li>Universal Joint Boot</li><li>Clamps for secure installation</li></ul>","1 validation error for ProductSEOOutput
meta_title
  String should have at most 60 characters [type=string_too_long, input_value='Universal Joint Boot & C...mouth, Chrysler, DeSoto', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/string_too_long"
Front Coil Spring Rubber Silencer - Upper,"1935_Chrysler_Airflow Series C-1, 1935_Chrysler_Airstream Deluxe Series CZ, 1935_Chrysler_Airstream Series C-6, 1935_Chrysler_Airstream Series CZ, 1935_Chrysler_Imperial Airflow Series C-2, 1935_Chrysler_Imperial Custom Airflow Series C-3, 1935_Chrysler_Imperial Custom Airflow Series C-W, 1935_DeSoto_Airflow, 1935_DeSoto_Airflow III, 1935_DeSoto_Airstream, 1936_Chrysler_Airflow, 1936_Chrysler_Airstream Deluxe Series C-8, 1936_Chrysler_Airstream Series C-7, 1936_Chrysler_Imperial Airflow, 1936_Chrysler_Imperial Custom Airflow, 1936_DeSoto_Airflow III, 1936_DeSoto_Deluxe Airstream, 1937_Chrysler_Airflow, 1937_Chrysler_Custom, 1937_Chrysler_Imperial, 1937_Chrysler_Imperial Custom, 1937_Chrysler_Imperial Custom Airflow, 1937_Chrysler_Royal, 1937_DeSoto_S-3, 1938_Chrysler_C19, 1938_Chrysler_Imperial, 1938_Chrysler_Imperial Custom, 1938_Chrysler_New York Special, 1938_Chrysler_Royal, 1938_DeSoto_S-5, 1939_MOPAR_Cars, 1940_MOPAR_Cars, 1941_MOPAR_Cars, 1942_MOPAR_Cars, 1946_MOPAR_Cars, 1947_MOPAR_Cars, 1948_MOPAR_Cars, 1949_MOPAR_Cars, 1950_MOPAR_Cars, 1951_MOPAR_Cars, 1952_MOPAR_Cars, 1953_MOPAR_Cars, 1954_MOPAR_Cars, 1955_MOPAR_Cars, 1956_MOPAR_Cars","Front Coil Spring Rubber Silencer - Upper | 1935-1956 Chrysler, DeSoto",Improve your ride with our upper front coil spring rubber silencer for 1935-1956 Vintage Mopar Cars - Chrysler & DeSoto.,"<p>Enhance the ride quality of your vintage Mopar with our Front Coil Spring Rubber Silencer - Upper. This essential part helps reduce noise and vibration from the front coil springs, ensuring a smoother drive. Designed specifically for various Chrysler and DeSoto models from 1935 to 1956, it's easy to install and a great way to maintain your classic car's performance.</p><ul><li>Compatible with: 1935 Chrysler Airflow Series C-1, Airstream Deluxe Series CZ, Airstream Series C-6, Airstream Series CZ, Imperial Airflow Series C-2, Imperial Custom Airflow Series C-3, Imperial Custom Airflow Series C-W</li><li>1935 DeSoto Airflow, Airflow III, Airstream</li><li>1936 Chrysler Airflow, Airstream Deluxe Series C-8, Airstream Series C-7, Imperial Airflow, Imperial Custom Airflow</li><li>1936 DeSoto Airflow III, Deluxe Airstream</li><li>1937 Chrysler Airflow, Custom, Imperial, Imperial Custom, Imperial Custom Airflow, Royal</li><li>1937 DeSoto S-3</li><li>1938 Chrysler C19, Imperial, Imperial Custom, New York Special, Royal</li><li>1938 DeSoto S-5</li><li>1939-1956 Mopar Cars</li></ul>","1 validation error for ProductSEOOutput
meta_title
  String should have at most 60 characters [type=string_too_long, input_value='Front Coil Spring Rubber...5-1956 Chrysler, DeSoto', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/string_too_long"
Steering Box Kit,"1933_Dodge_Deluxe, 1933_Plymouth_Model PC, 1933_Plymouth_Model PD, 1934_Dodge_Deluxe, 1934_Plymouth_Deluxe PE Model, 1934_Plymouth_Standard PF Model, 1934_Plymouth_Standard PG Model",Steering Box Kit for 1933-1934 Dodge & Plymouth | Steering,Restore your 1933-1934 Dodge & Plymouth steering with our Steering Box Kit. Smooth operation guaranteed!,"<p>Get your B series truck steering back in shape with our Steering Box Kit! This comprehensive kit includes all the essential components to ensure smooth operation, making your driving experience safer and more enjoyable. With durable bearings, bushings, and seals, you'll find everything you need to restore your steering system.</p><ul><li>Bearings</li><li>Bushings</li><li>Seals</li></ul><p>Installation is straightforward, allowing you to get back on the road quickly. Perfect for 1933 Dodge Deluxe, 1933 Plymouth Model PC & PD, and 1934 Dodge Deluxe & Plymouth models.</p>",
"Vacamatic Transmission Diaphram - For 1941-1942 Chrysler, DeSoto","1941_Chrysler_Crown Imperial, 1941_Chrysler_New Yorker, 1941_Chrysler_Royal, 1941_Chrysler_Saratoga, 1941_Chrysler_Town & Country, 1941_Chrysler_Windsor, 1941_DeSoto_S-8, 1942_Chrysler_Crown Imperial, 1942_Chrysler_New Yorker, 1942_Chrysler_Royal, 1942_Chrysler_Saratoga, 1942_Chrysler_Town & Country, 1942_Chrysler_Windsor, 1942_DeSoto_S-10","Vacamatic Transmission Diaphram for 1941-1942 Chrysler, DeSoto","Revive your 1941-1942 Chrysler, DeSoto with our Vacamatic Transmission Diaphram. Essential for smooth shifting in vintage Mopar cars.","<p>The Vacamatic Transmission Diaphram is crucial for the 1941-1942 Chrysler and DeSoto models equipped with the vacuum-powered semi-automatic transmission. If your car struggles to shift, chances are the diaphragm is the culprit— and trust me, they all do wear out over time! This high-quality reproduction of Mopar part number 868082 ensures your transmission operates smoothly, getting you back on the road in no time.</p><ul><li>Compatible with: <ul><li>1941 Chrysler Crown Imperial</li><li>1941 Chrysler New Yorker</li><li>1941 Chrysler Royal</li><li>1941 Chrysler Saratoga</li><li>1941 Chrysler Town & Country</li><li>1941 Chrysler Windsor</li><li>1941 DeSoto S-8</li><li>1942 Chrysler Crown Imperial</li><li>1942 Chrysler New Yorker</li><li>1942 Chrysler Royal</li><li>1942 Chrysler Saratoga</li><li>1942 Chrysler Town & Country</li><li>1942 Chrysler Windsor</li><li>1942 DeSoto S-10</li></ul></li></ul><p>Installation is straightforward—just follow the service manual for your specific model and get ready to enjoy smooth, reliable shifting once again!</p>","1 validation error for ProductSEOOutput
meta_title
  String should have at most 60 characters [type=string_too_long, input_value='Vacamatic Transmission D...1-1942 Chrysler, DeSoto', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/string_too_long"
Interior Door Handle - Left,"1939_Plymouth_P7 Roadking, 1939_Plymouth_P8 Deluxe, 1939_Plymouth_PT-81, 1940_Plymouth_P10 Deluxe, 1940_Plymouth_P9 Roadking, 1940_Plymouth_PT-105",Interior Door Handle - Left for 1939-1940 Plymouth Cars,"Upgrade your 1939-1940 Plymouth with our durable left interior door handle. Perfect fit for P7, P8, P9, P10 & PT models.","<p>Restore the functionality and look of your vintage Plymouth with this Left Interior Door Handle. Designed specifically for 1939 and 1940 models, it provides a precise fit and smooth operation. Replacing a worn or broken handle not only enhances your vehicle's interior but also improves accessibility for you and your passengers.</p><ul><li>Fits 1939 Plymouth P7 Roadking</li><li>Fits 1939 Plymouth P8 Deluxe</li><li>Fits 1939 Plymouth PT-81</li><li>Fits 1940 Plymouth P10 Deluxe</li><li>Fits 1940 Plymouth P9 Roadking</li><li>Fits 1940 Plymouth PT-105</li></ul><p>Installation is straightforward, making it a great DIY project for any classic car enthusiast.</p>",
"Left Spotlight - Mopar Logo - Orginal Unity Brand 5""","1928_MOPAR_Cars, 1929_MOPAR_Cars, 1930_MOPAR_Cars, 1931_MOPAR_Cars, 1932_MOPAR_Cars, 1933_MOPAR_Cars, 1934_MOPAR_Cars, 1935_MOPAR_Cars, 1936_MOPAR_Cars,  1937_MOPAR_Cars,  1938_MOPAR_Cars, 1939_MOPAR_Cars, 1940_MOPAR_Cars, 1941_MOPAR_Cars, 1942_MOPAR_Cars, 1946_MOPAR_Cars, 1947_MOPAR_Cars, 1948_MOPAR_Cars, 1949_MOPAR_Cars, 1950_MOPAR_Cars, 1951_MOPAR_Cars, 1952_MOPAR_Cars, 1953_MOPAR_Cars, 1954_MOPAR_Cars, 1955_MOPAR_Cars","Left Spotlight - Mopar Logo | 1928-1955 Chrysler, Dodge, DeSoto, Plymouth","Enhance your vintage Mopar car with a 5"" Left Spotlight featuring the Mopar logo. Perfect for 1928-1955 models.","<p>Illuminate your vintage ride with our 5"" Left Spotlight featuring the iconic Mopar logo. This original Unity brand accessory is designed to fit a wide range of Mopar cars from 1928 to 1955, providing not just practicality but also a classic touch to your vehicle.</p><p>Installation is straightforward; simply mount it on the left side of your car for optimal visibility. This spotlight not only enhances your car's aesthetic but also improves safety during nighttime drives.</p><ul><li>5"" Left Spotlight</li><li>Original Unity Brand</li><li>Fits 1928-1955 Mopar Cars</li></ul>","1 validation error for ProductSEOOutput
meta_title
  String should have at most 60 characters [type=string_too_long, input_value='Left Spotlight - Mopar L...Dodge, DeSoto, Plymouth', input_type=str]
    For further information visit https://errors.pydantic.dev/2.10/v/string_too_long"
